Mês	Dia	Hora	Temperatura {C}	Umidade {kg/kg}	Densidade do ar {kg/m3}	Velocidade do Vento {m/s}	Direção do Vento {graus}
4	6	9	20.2	0.014397304	1.173	1	270
4	6	10	21	    0.014758097	1.168	2	240
4	6	11	21.5	0.014836733	1.162	2	210
4	6	12	22.1	0.015032939	1.155	3	150
4	6	13	21.2	0.014036104	1.16	1	130
4	6	14	21.5	0.014017763	1.154	3	130
4	6	15	23  	0.01602984	1.148	3	120
4	6	16	23	    0.01602984	1.148	4	90
4	6	17	21.5	0.014660192	1.158	3	100
4	6	18	21.5	0.014660192	1.158	2	100
4	6	19	21	    0.014773825	1.166	0	0
4	6	20	21	    0.014773825	1.166	0	0
4	6	21	19	    0.013335595	1.181	0	0
4	6	22	18.5	0.013111869	1.186	0	0
4	6	23	18	    0.012704964	1.187	0	0
4	6	24	18	    0.012691983	1.188	0	0
4	7	1	17.8	0.012527392	1.189	0	0
4	7	2	17.5	0.012284048	1.191	0	0
4	7	3	17	    0.011680338	1.192	0	0
4	7	4	18	    0.012704964	1.187	0	0
4	7	5	18	    0.012704964	1.187	0	0
4	7	6	17.8	0.012540205	1.188	0	0
4	7	7	18.2	0.012871638	1.186	0	0
4	7	8	18.5	0.013333608	1.186	1	360
4	7	9	20  	0.014446433	1.177	2	280
4	7	10	20.6	0.014385761	1.169	1	300
4	7	11	21.5	0.014435057	1.157	2	10
4	7	12	22.9	0.015986471	1.15	0	0
4	7	13	22  	0.015573841	1.159	3	130
4	7	14	22.5	0.015279401	1.149	2	60
4	7	15	22  	0.014561587	1.149	3	60
4	7	16	22.5	0.015314154	1.147	5	20
4	7	17	22.7	0.015720922	1.148	5	120
4	7	18	22	    0.014979482	1.152	3	20
4	7	19	22.5	0.016554989	1.157	1	100
4	7	20	20.5	0.014754031	1.169	0	0
4	7	21	19.8	0.01429102	1.176	0	0
4	7	22	19.6	0.014093665	1.178	0	0
4	7	23	19  	0.01355788	1.182	0	0
4	7	24	18.5	0.013333608	1.186	0	0
4	8	1	18.3	0.013135535	1.186	0	0
4	8	2	18.2	0.013051346	1.186	1	300
4	8	3	18.1	0.012967642	1.187	1	270
4	8	4	18.1	0.013022404	1.186	2	360
4	8	5	18.1	0.013022404	1.186	0	0
4	8	6	18  	0.012939085	1.186	1	360
4	8	7	18  	0.012939085	1.186	2	360
4	8	8	18  	0.012717972	1.186	2	360
4	8	9	19.9	0.013340212	1.167	2	360
4	8	10	21  	0.014178642	1.159	3	360
4	8	11	22  	0.014770458	1.151	2	30
4	8	12	23  	0.016047771	1.146	4	30
4	8	13	22.3	0.015017983	1.147	4	30
4	8	14	23.1	0.015942542	1.142	5	40
4	8	15	23.3	0.016141542	1.139	5	40
4	8	16	23.5	0.016469427	1.137	4	360
4	8	17	23.1	0.015997097	1.138	4	30
4	8	18	21.5	0.01488386	1.152	5	60
4	8	19	21.3	0.015167619	1.158	6	50
4	8	20	21.3	0.015167619	1.158	3	30
4	8	21	21.3	0.015235132	1.16	3	30
4	8	22	22	    0.016287631	1.158	5	10
4	8	23	22  	0.016371662	1.159	3	10
4	8	24	21.5	0.01564657	1.16	4	360
4	9	1	21.4	0.015561644	1.159	3	360
4	9	2	21.4	0.015519725	1.159	4	360
4	9	3	21.4	0.015578021	1.158	3	20
4	9	4	21.4	0.015703818	1.159	3	350
4	9	5	21.5	0.015863814	1.158	4	10
4	9	6	21.5	0.015905778	1.158	3	30
4	9	7	21.4	0.015720233	1.158	3	30
4	9	8	21.7	0.016026842	1.156	2	50
4	9	9	21.7	0.015884206	1.156	2	40
4	9	10	24  	0.018136209	1.14	5	20
4	9	11	23.6	0.017041056	1.137	7	10
4	9	12	24.1	0.017368746	1.133	4	20
4	9	13	24.2	0.017043682	1.128	3	60
4	9	14	25.2	0.01948519	1.13	4	180
4	9	15	25	    0.019362615	1.133	7	180
4	9	16	23.7	0.018439624	1.145	3	130
4	9	17	22.7	0.017063111	1.149	7	190
4	9	18	21.7	0.016211576	1.156	3	180
