
Mês	Dia	Hora	Temperatura {C}	Umidade {kg/kg}	Densidade do ar {kg/m3}	Velocidade do Vento {m/s}	Direção do Vento {graus}
1	5	13	27	0.020812733	1.116	7	50
1	5	14	27.3	0.021083853	1.112	7	50
1	5	15	26.5	0.020240004	1.119	8	20
1	5	16	26.1	0.019773136	1.12	8	30
1	5	17	26	0.019958764	1.124	8	10
1	5	18	25.2	0.019020319	1.13	2	90
1	5	19	25.3	0.01918802	1.129	5	360
1	5	20	24	0.018097496	1.142	3	60
1	5	21	23.3	0.017252445	1.146	2	30
1	5	22	23.3	0.017276093	1.147	0	0
1	5	23	23	0.016923819	1.15	5	30
1	5	24	23.2	0.017314174	1.15	4	40
1	6	1	23.3	0.017420891	1.147	5	30
1	6	2	23.5	0.017731475	1.146	6	40
1	6	3	22.9	0.016951873	1.148	5	40
1	6	4	23	0.01697813	1.147	8	360
1	6	5	22.5	0.01644999	1.148	5	30
1	6	6	22.5	0.01644999	1.148	6	360
1	6	7	23	0.016936063	1.146	5	30
1	6	8	23.1	0.017131223	1.146	6	30
1	6	9	23.5	0.017310172	1.143	8	360
1	6	10	25.2	0.019337818	1.133	7	30
1	6	11	24.5	0.018268396	1.136	8	40
1	6	12	25.2	0.019295503	1.133	7	50
1	6	13	25.1	0.018790387	1.131	5	20
1	6	14	26.7	0.02089204	1.12	8	60
1	6	15	26.3	0.020142333	1.121	5	50
1	6	16	26.1	0.019476968	1.118	7	30
1	6	17	26.5	0.020454961	1.118	8	60
1	6	18	26	0.019813047	1.119	5	30
1	6	19	23.2	0.017190459	1.14	6	50
1	6	20	24	0.018110188	1.136	6	40
1	6	21	23.3	0.01726593	1.142	6	30
1	6	22	23.2	0.017453451	1.147	5	30
1	6	23	22.7	0.017027387	1.151	2	50
1	6	24	22.5	0.016600472	1.151	2	60
1	7	1	22.5	0.016624934	1.152	2	50
1	7	2	22.6	0.016792544	1.151	2	60
1	7	3	22.7	0.016943222	1.151	2	340
1	7	4	23.6	0.018178735	1.146	5	350
1	7	5	23.2	0.017724781	1.148	5	350
1	7	6	22.2	0.016633671	1.154	2	360
1	7	7	22.3	0.016722635	1.155	0	0
1	7	8	23.6	0.017569377	1.143	4	20
1	7	9	23.9	0.01736803	1.137	3	10
1	7	10	24.6	0.017987194	1.131	3	30
1	7	11	23.3	0.015424499	1.131	5	10
1	7	12	24.1	0.016109176	1.124	6	20
1	7	13	25.8	0.018495179	1.116	5	40
1	7	14	26.5	0.019269994	1.109	4	40
1	7	15	25.8	0.018538616	1.114	4	30
1	7	16	27	0.020336299	1.106	5	50
1	7	17	26.5	0.019865075	1.111	6	10
1	7	18	26.7	0.02077192	1.114	6	360
1	7	19	25.5	0.019822843	1.126	7	10
1	7	20	25	0.019574332	1.134	5	30
1	7	21	24.3	0.018510648	1.137	4	40
1	7	22	24	0.018240033	1.139	4	50
1	7	23	24.2	0.018667682	1.141	3	60
1	7	24	24	0.018431735	1.142	3	40
1	8	1	24	0.018577912	1.142	3	330
1	8	2	24	0.018662444	1.142	3	270
1	8	3	24.1	0.018822564	1.142	3	300
1	8	4	24	0.018620175	1.142	3	310
1	8	5	23.8	0.018555525	1.144	3	360
1	8	6	24	0.018659158	1.14	4	20
1	8	7	24.4	0.019177751	1.137	5	10
1	8	8	24.5	0.01879088	1.133	4	30
1	8	9	26	0.020618631	1.125	3	360
1	8	10	27.5	0.022716133	1.116	4	30
1	8	11	28	0.022586216	1.107	8	30
1	8	12	28.2	0.022199111	1.102	5	50
1	8	13	29.5	0.024262522	1.093	4	40
1	8	14	29.5	0.024091507	1.091	7	60
1	8	15	30.5	0.025927178	1.085	5	30
1	8	16	31.1	0.027414716	1.083	5	30
1	8	17	27.5	0.022149719	1.108	8	30
1	8	18	24	0.018214112	1.135	4	300
1	8	19	24.1	0.018608148	1.138	2	350
1	8	20	24	0.018532379	1.139	0	0
1	8	21	24.1	0.018588518	1.139	0	0
1	8	22	24.1	0.018504019	1.138	0	0
1	8	23	24.2	0.018879087	1.142	4	30
1	8	24	24.1	0.018845298	1.143	0	0
1	9	1	24.1	0.018907159	1.143	0	0
1	9	2	24	0.019020307	1.143	2	350
1	9	3	24	0.019059396	1.141	2	30
1	9	4	24.1	0.019177705	1.141	2	30
1	9	5	24.1	0.019093038	1.14	3	30
1	9	6	24	0.018743708	1.14	4	40
1	9	7	23.7	0.018308906	1.141	3	30
1	9	8	24.4	0.019177751	1.137	4	30
1	9	9	25.4	0.020076804	1.129	6	30
1	9	10	25.5	0.020013309	1.128	5	20
1	9	11	26.5	0.020902133	1.119	5	30
1	9	12	27.7	0.021724862	1.106	3	10
1	9	13	27.5	0.021014003	1.105	0	0
1	9	14	27.5	0.021014003	1.105	2	30
1	9	15	26	0.017389815	1.102	0	0
1	9	16	27.5	0.020826193	1.102	5	180
1	9	17	24.5	0.018539437	1.134	10	270
1	9	18	24	0.018789289	1.143	3	330
1	9	19	24	0.018808767	1.142	2	20
1	9	20	24	0.018789289	1.143	0	0
1	9	21	24.1	0.018887597	1.144	0	0
1	9	22	24	0.018769852	1.144	3	330
1	9	23	23.8	0.018494073	1.145	2	340
1	9	24	23.5	0.01817215	1.148	0	0
1	10	1	23	0.017399138	1.15	0	0
1	10	2	23	0.017399138	1.15	0	0
1	10	3	23	0.017399138	1.15	0	0
1	10	4	22.8	0.017178747	1.151	3	130
1	10	5	22.5	0.016642509	1.151	3	120
1	10	6	22.5	0.016642509	1.151	2	110
1	10	7	23.1	0.017281362	1.149	3	180
1	10	8	23	0.016941886	1.149	3	170
1	10	9	23.1	0.016950335	1.149	4	180
1	10	10	24.1	0.01826042	1.144	7	200
1	10	11	23.9	0.017900362	1.145	4	190
1	10	12	24	0.017974573	1.144	5	170
1	10	13	24.3	0.018285441	1.142	8	190
1	10	14	23.8	0.01732125	1.142	8	190
1	10	15	24.3	0.018285441	1.142	8	200
1	10	16	23.7	0.017458876	1.144	8	190
1	10	17	23.2	0.017061595	1.148	7	190
1	10	18	22.5	0.016169837	1.152	8	190
1	10	19	22.2	0.016463528	1.159	4	210
1	10	20	22.1	0.016694688	1.162	5	180
1	10	21	21.6	0.016051134	1.164	7	200
1	10	22	21	0.015208165	1.168	4	180
1	10	23	21	0.015208165	1.168	8	180
1	10	24	21.3	0.015489633	1.168	7	190
1	11	1	21.4	0.01542216	1.166	7	180
1	11	2	21.4	0.015380255	1.166	8	210
1	11	3	21.2	0.015196485	1.166	7	180
1	11	4	21.2	0.015196485	1.166	5	180
1	11	5	21.1	0.015097361	1.166	5	180
1	11	6	20.5	0.014305378	1.168	5	180
1	11	7	20	0.013626277	1.169	5	180
1	11	8	20	0.013403162	1.169	7	200
1	11	9	21.1	0.014872229	1.166	7	180
1	11	10	20.7	0.014273065	1.167	5	200
1	11	11	20.7	0.014900182	1.171	4	200
1	11	12	20.3	0.014419605	1.174	6	200
1	11	13	19.9	0.014172053	1.177	4	190
1	11	14	20	0.014222719	1.177	7	180
1	11	15	19.7	0.014072253	1.179	6	170
1	11	16	19.4	0.013731871	1.179	5	170
1	11	17	19	0.013293928	1.181	6	180
1	11	18	19	0.013335595	1.181	8	160
1	11	19	18.8	0.013356018	1.185	4	200
1	11	20	18.5	0.013098483	1.187	5	210
1	11	21	18.3	0.012916063	1.189	3	190
1	11	22	18.5	0.013085124	1.188	4	120
1	11	23	18.5	0.013085124	1.188	3	150
1	11	24	18.5	0.013085124	1.188	5	150
1	12	1	18.5	0.013085124	1.188	5	150
1	12	2	18.3	0.012916063	1.189	3	120
1	12	3	18.3	0.012929248	1.188	2	210
1	12	4	18.5	0.013111869	1.186	2	230
1	12	5	18.3	0.012942461	1.187	2	220
1	12	6	18.2	0.012858486	1.187	2	200
1	12	7	18.5	0.013111869	1.186	4	220
1	12	8	19	0.013544022	1.183	4	210
1	12	9	19.3	0.013809337	1.181	3	240
1	12	10	20	0.014446433	1.177	1	220
1	12	11	20	0.014655548	1.179	3	280
1	12	12	21	0.015611579	1.173	3	210
1	12	13	23.5	0.018060218	1.155	2	120
1	12	14	23.2	0.017891849	1.158	3	90
1	12	15	21.8	0.016223005	1.165	2	80
1	12	16	21.5	0.015916719	1.167	0	0
1	12	17	21.8	0.01643314	1.167	0	0
1	12	18	21.9	0.016553215	1.165	0	0
1	12	19	21.9	0.016553215	1.165	0	0
1	12	20	21.3	0.015857415	1.168	0	0
1	12	21	20.8	0.015195721	1.17	0	0
1	12	22	21	0.015627362	1.172	0	0
1	12	23	21.4	0.01602568	1.169	0	0
1	12	24	21.1	0.015684136	1.171	0	0
1	13	1	21	0.015627362	1.172	1	240
1	13	2	20.1	0.014763607	1.177	1	240
1	13	3	20	0.014685166	1.176	3	270
1	13	4	20	0.014658182	1.175	2	60
1	13	5	20.8	0.015394652	1.169	0	0
1	13	6	20.8	0.015394652	1.169	0	0
1	13	7	21	0.015659023	1.169	0	0
1	13	8	21.5	0.016075371	1.166	0	0
1	13	9	21.8	0.016466476	1.165	0	0
1	13	10	21.8	0.016424435	1.164	3	210
1	13	11	22.2	0.016799968	1.162	3	210
1	13	12	22.3	0.016947939	1.161	0	0
1	13	13	22.5	0.017179005	1.159	2	220
1	13	14	22.7	0.017437386	1.158	2	220
1	13	15	22.9	0.017674072	1.156	0	0
1	13	16	23	0.0178026	1.154	5	120
1	13	17	22.8	0.017557965	1.154	7	120
1	13	18	23	0.01779678	1.151	5	100
1	13	19	23.5	0.018317645	1.148	8	120
1	13	20	23.2	0.017893512	1.149	6	100
1	13	21	23.2	0.017977915	1.15	5	100
1	13	22	23.3	0.017945339	1.15	5	80
1	13	23	23.3	0.017818767	1.149	4	70
1	13	24	23	0.017718227	1.153	2	280
1	14	1	22.7	0.017448588	1.154	0	0
1	14	2	22.7	0.017508601	1.154	0	0
1	14	3	22.6	0.017417494	1.153	2	40
1	14	4	22.3	0.017111634	1.153	3	40
1	14	5	22.1	0.016789925	1.153	3	30
1	14	6	22.5	0.01721816	1.15	2	20
1	14	7	22.7	0.017435935	1.149	3	40
1	14	8	23.1	0.017794551	1.146	0	0
1	14	9	23.8	0.018298299	1.14	3	30
1	14	10	24	0.018175081	1.137	3	360
1	14	11	23.8	0.017941452	1.139	2	310
1	14	12	24.2	0.017778678	1.132	4	360
1	14	13	25.6	0.019612185	1.123	5	20
1	14	14	25.4	0.01937808	1.123	0	0
1	14	15	23.9	0.018307745	1.137	8	220
1	14	16	24	0.018636442	1.138	5	150
1	14	17	23.1	0.017728664	1.144	5	200
1	14	18	23.1	0.017728664	1.144	3	210
1	14	19	23.1	0.017813016	1.145	2	200
1	14	20	22.4	0.016244927	1.143	2	230
1	14	21	22.1	0.016302815	1.148	2	30
1	14	22	22	0.016197292	1.148	5	210
1	14	23	21.1	0.015257818	1.155	5	220
1	14	24	20.5	0.014668667	1.158	6	210
1	15	1	19.5	0.013730503	1.164	6	220
1	15	2	19.7	0.013872143	1.162	4	190
1	15	3	19.5	0.013730503	1.164	3	200
1	15	4	18.4	0.01255094	1.168	4	210
1	15	5	18.3	0.012382586	1.168	4	200
1	15	6	18.3	0.012382586	1.168	3	190
1	15	7	19.8	0.013964605	1.162	6	210
1	15	8	19.9	0.013667203	1.159	8	200
1	15	9	20.1	0.013172756	1.154	7	230
1	15	10	21.5	0.014774925	1.15	8	210
1	15	11	22.6	0.015928382	1.143	7	210
1	15	12	23.5	0.017137224	1.14	5	150
1	15	13	22.5	0.015820529	1.144	8	190
1	15	14	23.6	0.017209316	1.139	6	180
1	15	15	23	0.016258221	1.139	8	180
1	15	16	23.5	0.017156016	1.138	7	190
1	15	17	23	0.016444348	1.139	7	180
1	15	18	22.4	0.015664532	1.141	5	190
1	15	19	23	0.01673841	1.141	7	190
1	15	20	21.7	0.015205269	1.149	5	180
1	15	21	21	0.014749521	1.155	5	190
1	15	22	20.7	0.014397558	1.157	4	180
1	15	23	20.7	0.014507222	1.159	4	210
1	15	24	20.4	0.014578956	1.165	3	210
1	16	1	20.2	0.014514437	1.167	0	0
1	16	2	20	0.014174497	1.166	3	210
1	16	3	19.8	0.013946975	1.167	2	210
1	16	4	19.9	0.01426328	1.166	2	200
1	16	5	19.8	0.01421228	1.167	0	0
1	16	6	19.6	0.014055449	1.17	2	300
1	16	7	19.8	0.014281028	1.169	0	0
1	16	8	19.9	0.013997852	1.166	0	0
1	16	9	20.4	0.014161174	1.162	1	230
1	16	10	20.2	0.013471222	1.159	0	0
1	16	11	21.5	0.015160264	1.155	2	270
1	16	12	21.1	0.014090505	1.152	0	0
1	16	13	22.2	0.01525682	1.146	3	360
1	16	14	22	0.014629148	1.144	3	110
1	16	15	22	0.015256296	1.149	3	150
1	16	16	21	0.01445084	1.156	3	150
1	16	17	21	0.014868863	1.159	3	180
1	16	18	21	0.015287502	1.163	3	180
1	16	19	20.9	0.015314609	1.164	0	0
1	16	20	20.9	0.01538259	1.166	0	0
1	16	21	20	0.014311688	1.169	2	210
1	16	22	19.4	0.013747202	1.174	2	270
1	16	23	19.3	0.013684923	1.176	0	0
1	16	24	19.3	0.013684923	1.176	0	0
1	17	1	19.4	0.013732897	1.175	0	0
1	17	2	19.4	0.013732897	1.175	0	0
1	17	3	19.4	0.013732897	1.175	0	0
1	17	4	19	0.013182879	1.175	0	0
1	17	5	19.2	0.013401434	1.174	3	250
1	17	6	19.2	0.013401434	1.174	2	240
1	17	7	18.7	0.012713348	1.175	3	220
1	17	8	19.5	0.01361454	1.173	4	210
1	17	9	19.6	0.013482296	1.172	3	220
1	17	10	19.3	0.012090175	1.165	3	230
1	17	11	21	0.013970037	1.158	2	210
1	17	12	20.5	0.012987084	1.157	4	180
1	17	13	22	0.014770458	1.151	4	120
1	17	14	21.5	0.014175407	1.153	5	120
1	17	15	21	0.013678247	1.156	6	180
1	17	16	21.5	0.014258859	1.153	4	150
1	17	17	21.5	0.014969185	1.159	5	150
1	17	18	21	0.014470946	1.162	3	150
