Mês	Dia	Hora	Temperatura {C}	Umidade {kg/kg}	Densidade do ar {kg/m3}	Velocidade do Vento {m/s}	Direção do Vento {graus}
9	7	12	19.5	0.013628933	1.172	4	30
9	7	13	20.3	0.013774055	1.16	3	360
9	7	14	20.7	0.014032292	1.157	5	360
9	7	15	21.5	0.01434075	1.148	3	270
9	7	16	19.5	0.012839515	1.162	5	120
9	7	17	19.5	0.01308909	1.164	2	90
9	7	18	18.5	0.012457517	1.171	3	120
9	7	19	18	0.012216834	1.178	3	90
9	7	20	17.6	0.012041622	1.183	0	0
9	7	21	17.8	0.012524329	1.186	2	60
9	7	22	17.7	0.012276294	1.185	0	0
9	7	23	17.7	0.012305061	1.186	2	90
9	7	24	17.6	0.012306903	1.188	1	100
9	8	1	17.7	0.01247129	1.188	2	120
9	8	2	17.3	0.012065925	1.189	0	0
9	8	3	17.1	0.011990594	1.191	0	0
9	8	4	16.6	0.011602605	1.194	0	0
9	8	5	16.7	0.011845237	1.195	0	0
9	8	6	16.5	0.011692209	1.196	0	0
9	8	7	16.1	0.011350015	1.198	0	0
9	8	8	16.8	0.011910397	1.195	1	340
9	8	9	18.2	0.012996523	1.187	2	350
9	8	10	18.3	0.013109023	1.188	0	0
9	8	11	19.6	0.014079255	1.179	1	90
9	8	12	19.8	0.014247226	1.179	1	150
9	8	13	20.5	0.01490212	1.175	3	130
9	8	14	21	0.014758097	1.168	3	90
9	8	15	21	0.014773825	1.166	2	120
9	8	16	20.7	0.014189553	1.166	1	160
9	8	17	20	0.012986925	1.166	1	180
9	8	18	20.5	0.014290119	1.169	2	270
9	8	19	20	0.014431675	1.178	0	0
9	8	20	18.7	0.0131447	1.185	1	120
9	8	21	18.5	0.013085124	1.188	0	0
9	8	22	17.7	0.012420427	1.192	0	0
9	8	23	18	0.012749303	1.191	2	120
9	8	24	18	0.012707698	1.191	2	120
9	9	1	18.2	0.01283226	1.19	1	210
9	9	2	18	0.012666099	1.191	1	210
9	9	3	18	0.012778008	1.193	0	0
9	9	4	17.7	0.012628333	1.194	0	0
9	9	5	17.4	0.012386739	1.196	0	0
9	9	6	17.3	0.012265582	1.196	0	0
9	9	7	17.2	0.012186449	1.197	0	0
9	9	8	17.2	0.012144911	1.196	0	0
9	9	9	17.8	0.0126266	1.193	0	0
9	9	10	17.9	0.012363067	1.191	0	0
9	9	11	19.5	0.013543011	1.179	2	10
9	9	12	19.5	0.013126415	1.176	2	30
9	9	13	20.5	0.014066123	1.169	3	30
9	9	14	20	0.013194968	1.167	3	360
9	9	15	20	0.013001676	1.165	3	20
9	9	16	20	0.013001676	1.165	2	10
9	9	17	19.5	0.012352094	1.165	2	360
9	9	18	20	0.013417924	1.168	0	0
9	9	19	19	0.013127321	1.179	0	0
9	9	20	18.7	0.013033334	1.182	2	180
9	9	21	18.8	0.013272672	1.184	0	0
9	9	22	18.8	0.013356018	1.185	0	0
9	9	23	19	0.013641514	1.186	0	0
9	9	24	18.3	0.013082617	1.19	0	0
9	10	1	18.3	0.013054158	1.189	1	150
9	10	2	18.3	0.013054158	1.189	0	0
9	10	3	18.3	0.013109023	1.188	0	0
