Mês	Dia	Hora	Temperatura {C}	Umidade {kg/kg}	Densidade do ar {kg/m3}	Velocidade do Vento {m/s}	Direção do Vento {graus}
12	5	19	18.5	0.012085945	1.176	4	190
12	5	20	18.5	0.012210465	1.177	6	210
12	5	21	18	0.01248407	1.187	6	190
12	5	22	18	0.012762234	1.19	3	180
12	5	23	18	0.012762234	1.19	3	220
12	5	24	18	0.012720628	1.19	2	220
12	6	1	18.7	0.013186354	1.185	3	260
12	6	2	18.7	0.013228013	1.185	0	0
12	6	3	18.7	0.013269678	1.186	0	0
12	6	4	18.7	0.013366592	1.185	0	0
12	6	5	18.7	0.013366592	1.185	1	340
12	6	6	18.7	0.013366592	1.185	0	0
12	6	7	18.8	0.013369668	1.184	0	0
12	6	8	18.7	0.012853299	1.182	2	250
12	6	9	20	0.012930615	1.167	3	240
12	6	10	20.3	0.013236735	1.166	1	200
12	6	11	20.1	0.012661139	1.166	1	20
12	6	12	21.3	0.013660725	1.157	2	90
12	6	13	20.8	0.013171562	1.16	3	100
12	6	14	21.3	0.014244499	1.161	2	120
12	6	15	21.4	0.014469456	1.161	3	130
12	6	16	21.6	0.015340062	1.165	3	120
12	6	17	20.6	0.014036389	1.167	2	100
12	6	18	20.4	0.013512547	1.166	1	90
12	6	19	20.1	0.013272933	1.168	0	0
12	6	20	20.1	0.013272933	1.168	2	50
12	6	21	19.6	0.013230835	1.174	3	30
12	6	22	19.3	0.013155894	1.179	4	50
12	6	23	19.5	0.013543011	1.179	1	30
12	6	24	19.5	0.013543011	1.179	2	20
12	7	1	19.6	0.01352247	1.176	2	360
12	7	2	19.7	0.013696646	1.176	3	360
12	7	3	20	0.014070414	1.174	2	360
12	7	4	20.1	0.014220073	1.173	3	360
12	7	5	20.2	0.014439101	1.173	3	20
12	7	6	20.1	0.014220073	1.173	3	30
12	7	7	20	0.014028665	1.174	4	360
12	7	8	20.5	0.014499047	1.171	5	360
12	7	9	20.5	0.014499047	1.171	5	30
12	7	10	21.3	0.015070724	1.165	5	10
12	7	11	22	0.015364368	1.158	7	10
12	7	12	22.3	0.015259397	1.153	7	20
12	7	13	23.2	0.016250601	1.146	7	20
12	7	14	23	0.015628684	1.143	7	20
12	7	15	24	0.016757709	1.138	7	40
12	7	16	23.5	0.01641357	1.141	8	30
12	7	17	24	0.017553104	1.141	8	30
12	7	18	24.2	0.017703305	1.139	9	30
12	7	19	23.5	0.01714658	1.145	5	50
12	7	20	20.5	0.01369477	1.162	5	50
12	7	21	21	0.014805376	1.164	5	30
12	7	22	23	0.017501464	1.158	4	30
12	7	23	22	0.016220009	1.163	5	10
12	7	24	22	0.016236863	1.162	5	30
12	8	1	23	0.017519441	1.157	6	30
12	8	2	22.5	0.016765235	1.159	8	30
12	8	3	22	0.016236863	1.162	8	20
12	8	4	21.2	0.01524459	1.162	4	10
12	8	5	22	0.016497754	1.16	5	360
12	8	6	21.3	0.015570356	1.162	4	10
12	8	7	22.5	0.016800149	1.156	4	30
12	8	8	23	0.017344787	1.153	3	10
12	8	9	23.4	0.01756237	1.151	5	30
12	8	10	22.1	0.015694841	1.157	9	220
12	8	11	21.2	0.015196485	1.166	8	210
12	8	12	22.8	0.016416676	1.152	4	150
12	8	13	22.7	0.016367809	1.152	3	180
12	8	14	23.5	0.016852187	1.143	3	120
12	8	15	24.1	0.016870687	1.134	2	330
12	8	16	25	0.018224013	1.13	3	30
12	8	17	25.1	0.017926133	1.126	2	40
12	8	18	25	0.01843492	1.131	4	30
12	8	19	23	0.016083741	1.144	4	360
12	8	20	23.5	0.017591192	1.149	1	200
12	8	21	23.3	0.017515807	1.153	3	50
12	8	22	23.1	0.017419288	1.155	2	10
12	8	23	22.7	0.01685456	1.156	3	10
12	8	24	22.6	0.016722002	1.156	1	360
12	9	1	21.3	0.015537969	1.164	0	0
12	9	2	20.9	0.015057792	1.166	0	0
12	9	3	20.6	0.014599116	1.167	0	0
12	9	4	21.2	0.015438015	1.165	0	0
12	9	5	22.6	0.017311354	1.16	0	0
12	9	6	22.4	0.01709654	1.161	0	0
12	9	7	22	0.016674126	1.163	0	0
12	9	8	22.8	0.017131599	1.157	0	0
12	9	9	26	0.020995516	1.138	0	0
12	9	10	26	0.020273458	1.133	2	110
12	9	11	26.4	0.020545321	1.129	2	120
12	9	12	26	0.020697978	1.136	5	160
12	9	13	25.9	0.020334942	1.134	3	130
12	9	14	26	0.020252806	1.132	5	160
12	9	15	26	0.020634804	1.134	3	120
12	9	16	26	0.021187476	1.138	3	170
12	9	17	26	0.021272597	1.139	3	150
12	9	18	26	0.021357743	1.14	3	170
12	9	19	23.7	0.017674008	1.148	2	170
12	9	20	23.3	0.01776878	1.155	3	170
12	9	21	23	0.017393	1.156	2	160
12	9	22	22.8	0.017071754	1.158	0	0
12	9	23	22.9	0.017121025	1.158	2	200
12	9	24	22.8	0.016843635	1.158	2	200
12	10	1	22.8	0.017222491	1.16	1	140
12	10	2	22.6	0.017107761	1.161	2	160
12	10	3	22.3	0.016745185	1.163	0	0
