Mês	Dia	Hora	Temperatura {C}	Umidade {kg/kg}	Densidade do ar {kg/m3}	Velocidade do Vento {m/s}	Direção do Vento {graus}
5	2	19	20.2	0.01458293	1.169	0	0
5	2	20	19.4	0.013928454	1.174	0	0
5	2	21	19	    0.013738737	1.178	0	0
5	2	22	18.7	0.013518209	1.18	0	0
5	2	23	17.6	0.012623311	1.187	0	0
5	2	24	17.2	0.012301998	1.19	0	0
5	3	1	17.1	0.012235166	1.189	0	0
5	3	2	17.1	0.012235166	1.189	0	0
5	3	3	18	    0.012965241	1.184	0	0
5	3	4	19.1	0.013897109	1.175	2	360
5	3	5	19.1	0.013897109	1.175	3	360
5	3	6	18.6	0.013514494	1.177	3	360
5	3	7	18.1	0.01304678	1.18	0	0
5	3	8	17.5	0.012593113	1.183	2	10
5	3	9	18.2	0.012423831	1.173	4	20
5	3	10	19.6	0.013763325	1.168	2	200
5	3	11	20.2	0.014278869	1.164	2	70
5	3	12	20.5	0.014371281	1.16	3	350
5	3	13	20.3	0.01276407	1.15	3	300
5	3	14	19.8	0.012587909	1.155	2	300
5	3	15	20.3	0.013444829	1.154	0	0
5	3	16	19.9	0.01384584	1.163	3	180
5	3	17	18.4	0.012164537	1.17	3	200
5	3	18	17.7	0.011663732	1.175	3	200
5	3	19	17.4	0.011408058	1.178	3	240
5	3	20	17.1	0.011832393	1.185	7	210
5	3	21	17.1	0.012027526	1.187	3	160
5	3	22	17.1	0.011820038	1.186	6	210
5	3	23	17	    0.011824299	1.187	5	210
5	3	24	16.9	0.011704568	1.187	8	210
5	4	1	15	    0.009589571	1.193	8	220
5	4	2	13.5	0.007975369	1.196	5	230
5	4	3	13	    0.007693821	1.2	4	210
5	4	4	12	    0.007299746	1.207	3	210
5	4	5	12	    0.007708789	1.211	2	230
5	4	6	12	    0.007700062	1.212	5	210
5	4	7	11.5	0.007413745	1.215	3	180
5	4	8	10	    0.006189755	1.22	2	210
5	4	9	11.5	0.00719254	1.215	7	270
5	4	10	11.5	0.006164479	1.208	3	270
5	4	11	12	    0.006245024	1.204	2	210
5	4	12	11.7	0.005666879	1.202	2	220
5	4	13	12.5	0.006008286	1.197	2	250
5	4	14	12.7	0.005720885	1.193	0	0
5	4	15	12.7	0.005639607	1.192	2	230
5	4	16	13	    0.005739718	1.19	5	210
5	4	17	12.5	0.005714699	1.196	5	220
5	4	18	12.5	0.00652879	1.202	2	210
5	4	19	11.5	0.006343108	1.213	5	210
5	4	20	11	    0.006067948	1.216	4	220
5	4	21	10.5	0.005988863	1.223	3	210
5	4	22	11	    0.00645921	1.222	3	210
5	4	23	10.5	0.006192392	1.225	3	230
5	4	24	10.5	0.00618466	1.226	3	210
5	5	1	9.5	    0.005878513	1.233	2	220
5	5	2	9	    0.005635019	1.235	2	240
5	5	3	9	    0.005831308	1.238	2	220
5	5	4	9	    0.005838274	1.237	3	270
5	5	5	9	    0.005885922	1.236	3	240
5	5	6	8.5	    0.00560868	1.239	3	260
5	5	7	8.5	    0.005601938	1.24	0	0
5	5	8	10	    0.006333178	1.232	1	350
5	5	9	10.7	0.006690136	1.229	2	300
5	5	10	12	    0.006878019	1.218	3	360
5	5	11	13.5	0.007287854	1.206	2	40
5	5	12	14.3	0.007310453	1.198	2	360
5	5	13	14.5	0.007411663	1.195	3	30
5	5	14	14.4	0.007151151	1.193	3	30
5	5	15	14.5	0.007135735	1.192	3	30
5	5	16	15	    0.007279095	1.186	3	60
5	5	17	15	    0.007575729	1.187	2	60
5	5	18	14.5	0.007974059	1.196	5	30
5	5	19	13.5	0.007857635	1.206	3	30
5	5	20	13.7	0.008590042	1.211	1	30
5	5	21	13.1	0.008861295	1.221	0	0
5	5	22	14.1	0.009126421	1.212	3	330
5	5	23	13.7	0.009114682	1.216	2	330
5	5	24	13.2	0.008964286	1.22	0	0
5	6	1	12.9	0.008656481	1.221	0	0
5	6	2	12.1	0.008180371	1.225	0	0
5	6	3	12	    0.008122442	1.226	0	0
5	6	4	12.7	0.008658515	1.223	2	330
5	6	5	12.7	0.00870861	1.222	2	300
5	6	6	12	    0.008172042	1.225	0	0
5	6	7	12.3	0.008232797	1.221	3	340
5	6	8	13	    0.008694939	1.218	2	310
5	6	9	13.6	0.008772789	1.213	2	290
5	6	10	15.4	0.010020586	1.204	0	0
5	6	11	16.1	0.01006002	1.197	4	250
5	6	12	17.6	0.011004159	1.188	3	260
5	6	13	17	    0.010172427	1.187	1	260
5	6	14	18.3	0.011312443	1.179	5	140
5	6	15	17.5	0.010577148	1.183	5	180
5	6	16	17	    0.01019645	1.184	6	150
5	6	17	17.2	0.010476176	1.184	4	170
5	6	18	16.8	0.010455018	1.189	4	190
5	6	19	16	    0.010463301	1.199	4	180
5	6	20	14.5	0.009411409	1.208	2	160
5	6	21	13.5	0.007930042	1.207	4	210
5	6	22	13.5	0.00813494	1.209	4	210
5	6	23	13	    0.007824412	1.212	4	210
5	6	24	12.8	0.007907519	1.215	4	220
5	7	1	12.7	0.007838195	1.216	4	220
5	7	2	12.3	0.007846364	1.22	3	200
5	7	3	12.5	0.008128442	1.221	3	270
5	7	4	13	    0.008973416	1.221	3	270
5	7	5	12.8	0.008933519	1.223	0	0
5	7	6	11.9	0.008401529	1.228	2	330
5	7	7	11.4	0.008323206	1.232	0	0
5	7	8	11.2	0.008212129	1.234	0	0
5	7	9	13.3	0.0087388	1.217	0	0
5	7	10	14.5	0.00918528	1.208	2	300
5	7	11	16.1	0.010101273	1.198	3	300
5	7	12	16	    0.009245447	1.192	4	300
5	7	13	18	    0.011382415	1.185	2	300
5	7	14	17.5	0.010164437	1.18	4	30
5	7	15	17.5	0.010176853	1.178	5	30
5	7	16	17	    0.009578324	1.18	3	30
5	7	17	17	    0.009631526	1.179	3	50
5	7	18	17	    0.010249755	1.184	3	60
5	7	19	15.3	0.009570276	1.197	2	40
5	7	20	14.5	0.010050123	1.21	0	0
5	7	21	12.6	0.008461133	1.219	0	0
5	7	22	12.6	0.008871888	1.222	0	0
5	7	23	13.2	0.009074565	1.217	0	0
5	7	24	14.7	0.010051426	1.209	2	300
5	8	1	14.3	0.009947363	1.213	2	330
5	8	2	14.5	0.010204987	1.213	2	360
5	8	3	14.5	0.010215228	1.212	0	0
5	8	4	14.3	0.010039982	1.212	2	360
5	8	5	14.2	0.010056116	1.214	2	360
5	8	6	12.5	0.00878877	1.22	2	330
5	8	7	14.5	0.010060381	1.209	3	330
5	8	8	14.5	0.010060381	1.209	4	330
5	8	9	16	    0.010485875	1.197	3	330
5	8	10	17	    0.011034795	1.19	5	360
5	8	11	17.5	0.011222252	1.185	5	10
5	8	12	18.5	0.011838465	1.178	5	30
5	8	13	18.5	0.011437449	1.174	6	10
5	8	14	18.5	0.011243846	1.171	8	30
5	8	15	18.2	0.010591795	1.168	5	30
5	8	16	18.7	0.011427836	1.169	6	40
5	8	17	18.5	0.011477571	1.17	6	50
5	8	18	18.5	0.011878535	1.175	7	30
5	8	19	18	    0.012094662	1.181	4	30
5	8	20	18	    0.012343821	1.183	7	20
5	8	21	18	    0.012413922	1.185	7	30
5	8	22	17.7	0.012321132	1.189	7	360
5	8	23	17.2	0.01183738	1.191	5	360
5	8	24	17.3	0.011999594	1.191	3	350
5	9	1	17.2	0.011920368	1.192	4	360
5	9	2	16.7	0.011489613	1.194	3	330
5	9	3	16.5	0.011337052	1.195	3	350
5	9	4	16.2	0.011277156	1.198	2	270
5	9	5	15.5	0.010724409	1.202	2	260
5	9	6	14.3	0.009977731	1.209	2	270
5	9	7	12.5	0.009003297	1.22	0	0
5	9	8	12.5	0.008971184	1.219	0	0
5	9	9	14.5	0.009658305	1.204	0	0
5	9	10	15.2	0.009912183	1.201	2	270
5	9	11	16.4	0.010204667	1.19	0	0
5	9	12	18.7	0.011552906	1.174	1	20
5	9	13	19.4	0.011501128	1.165	2	120
5	9	14	18.9	0.010498276	1.162	0	0
5	9	15	19.1	0.011002397	1.163	3	150
5	9	16	18.3	0.010442563	1.169	5	180
5	9	17	17.7	0.010032451	1.172	3	170
5	9	18	18.3	0.011600296	1.177	7	180
