Mês	Dia	Hora	Temperatura {C}	Umidade {kg/kg}	Densidade do ar {kg/m3}	Velocidade do Vento {m/s}	Direção do Vento {graus}
11	8	7	20.4	0.015184653	1.164	3	360
11	8	8	20.5	0.015071521	1.162	4	20
11	8	9	20.2	0.014727291	1.165	4	30
11	8	10	21	0.01554506	1.161	3	340
11	8	11	21.7	0.016446927	1.159	4	350
11	8	12	22.2	0.016759846	1.155	4	350
11	8	13	22.5	0.016677767	1.149	3	10
11	8	14	22.5	0.016677767	1.149	5	30
11	8	15	22.5	0.01627532	1.145	5	30
11	8	16	23	0.017032774	1.143	5	20
11	8	17	22	0.015551008	1.145	3	20
11	8	18	23.5	0.017530517	1.138	2	330
11	8	19	22.5	0.016293026	1.143	0	0
11	8	20	22.1	0.016453549	1.15	0	0
11	8	21	20.5	0.014987785	1.162	3	90
11	8	22	20.2	0.014670237	1.166	5	100
11	8	23	20.2	0.014655044	1.167	2	110
11	8	24	20	0.014466967	1.168	2	150
11	9	1	20	0.014508773	1.168	0	0
11	9	2	19.9	0.014457328	1.169	0	0
11	9	3	19.9	0.014472231	1.168	0	0
11	9	4	19.9	0.014472231	1.168	0	0
11	9	5	20.5	0.015040439	1.165	5	230
11	9	6	20.6	0.015095166	1.164	3	230
11	9	7	20.7	0.015134737	1.164	0	0
11	9	8	21	0.015413214	1.164	1	160
11	9	9	21.2	0.01557018	1.162	3	210
11	9	10	21.3	0.015780072	1.164	3	180
11	9	11	21.5	0.015982225	1.162	2	140
11	9	12	21.3	0.015738116	1.163	3	120
11	9	13	21.4	0.015838895	1.163	4	120
11	9	14	21.5	0.015982225	1.162	6	120
11	9	15	21.6	0.016168165	1.163	3	90
11	9	16	21	0.015413214	1.164	5	90
11	9	17	21.3	0.015796321	1.162	4	120
11	9	18	21	0.015497052	1.164	4	120
11	9	19	20.5	0.015024945	1.166	6	100
11	9	20	20.3	0.014985749	1.169	5	120
11	9	21	20.1	0.014754813	1.17	5	100
11	9	22	20	0.014702921	1.171	4	90
11	9	23	20	0.014702921	1.171	4	70
11	9	24	20.1	0.014754813	1.17	5	90
11	10	1	20.2	0.014864245	1.169	7	90
11	10	2	20.3	0.015016316	1.167	7	70
11	10	3	20.3	0.015031646	1.166	0	0
